id,decimalLongitude,decimalLatitude,eventDate,institutionCode,collectionCode,catalogNumber,datasetName,phylum,order,family,genus,scientificName,originalScientificName,scientificNameAuthorship,obisID,resourceID,yearcollected,species,qc,aphiaID,speciesID,scientificNameID,class,depth,basisOfRecord,locality,minimumDepthInMeters,maximumDepthInMeters,continent,datasetID,eventID,geodeticDatum,modified,occurrenceID,occurrenceStatus,lifestage,coordinateUncertaintyInMeters,recordedBy,dynamicProperties,bibliographicCitation,specificEpithet,individualCount,identifiedBy,fieldNumber,otherCatalogNumbers,recordNumber,sex,references,occurrenceRemarks,eventTime
725566670,10.6665,55.8322,2000-08-22 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_454871,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,15.6,Occurrence,220008,15.6,15.6,NA,IMIS:dasid:4494,75664,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_454871,present,U,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,U,NA,NA,NA
725573830,10.3187,56.1547,2000-03-15 11:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_141296,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,16.6,Occurrence,170006,16.6,16.6,NA,IMIS:dasid:4494,62641,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_141296,present,U,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,U,NA,NA,NA
725574717,10.5864,56.6552,2000-05-08 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_201634,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,11.3,Occurrence,HB01,11.3,11.3,NA,IMIS:dasid:4494,76578,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_201634,present,U,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,U,NA,NA,NA
725575353,9.0747,56.6215,2000-04-07 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_424456,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1073183871,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,4.1999998,Occurrence,Skive omr,4.2,4.2,NA,IMIS:dasid:4494,79839,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_424456,present,U,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,U,NA,NA,NA
725575358,9.0747,56.6215,2000-04-07 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_424461,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1073183871,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,4.1999998,Occurrence,Skive omr,4.2,4.2,NA,IMIS:dasid:4494,79837,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_424461,present,U,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,U,NA,NA,NA
725575394,9.0747,56.6215,2000-04-07 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_424497,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1073183871,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,4.4000001,Occurrence,Skive omr,4.4,4.4,NA,IMIS:dasid:4494,79838,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_424497,present,U,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,U,NA,NA,NA
725575395,9.0747,56.6215,2000-04-07 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_424498,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1073183871,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,4.4000001,Occurrence,Skive omr,4.4,4.4,NA,IMIS:dasid:4494,79849,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_424498,present,U,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,U,NA,NA,NA
725578384,9.858,55.6496,2000-07-06 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_307863,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1068989567,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,12.9,Occurrence,VFY,12.9,12.9,NA,IMIS:dasid:4494,48697,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_307863,present,U,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,U,NA,NA,NA
725578402,9.858,55.6496,2000-07-06 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_307881,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1068989567,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,13,Occurrence,VFY,13,13,NA,IMIS:dasid:4494,48698,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_307881,present,U,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,U,NA,NA,NA
725579241,10.3687,56.2427,2000-10-24 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_294853,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,13.4,Occurrence,170002,13.4,13.4,NA,IMIS:dasid:4494,60886,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_294853,present,U,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,U,NA,NA,NA
725579251,10.3687,56.2427,2000-10-24 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_294863,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,13.4,Occurrence,170002,13.4,13.4,NA,IMIS:dasid:4494,60887,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_294863,present,U,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,U,NA,NA,NA
725583425,10.5959,56.5786,2000-05-08 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_111437,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,7.9000001,Occurrence,190018,7.9,7.9,NA,IMIS:dasid:4494,73223,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_111437,present,U,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,U,NA,NA,NA
725583444,10.5959,56.5786,2000-05-08 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_111456,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,7.9000001,Occurrence,190018,7.9,7.9,NA,IMIS:dasid:4494,73224,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_111456,present,U,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,U,NA,NA,NA
725586899,10.5864,56.6552,2000-05-08 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_201859,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,12.5,Occurrence,HB01,12.5,12.5,NA,IMIS:dasid:4494,76541,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_201859,present,U,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,U,NA,NA,NA
725586943,10.5864,56.6552,2000-05-08 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_201903,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,12.8,Occurrence,HB01,12.8,12.8,NA,IMIS:dasid:4494,76554,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_201903,present,U,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,U,NA,NA,NA
725587310,10.5177,56.8672,2000-04-07 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_369361,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,10,Occurrence,4410,10,10,NA,IMIS:dasid:4494,88236,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_369361,present,U,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,U,NA,NA,NA
725590107,10.2989,56.1228,2000-10-26 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_448565,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,16.200001,Occurrence,AB02,16.2,16.2,NA,IMIS:dasid:4494,60570,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_448565,present,U,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,U,NA,NA,NA
725590149,10.2477,57.6593,2000-04-26 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_448607,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1068989567,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,20.9,Occurrence,2220,20.9,20.9,NA,IMIS:dasid:4494,94622,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_448607,present,U,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,U,NA,NA,NA
725590163,10.2477,57.6593,2000-04-26 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_448621,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1068989567,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,21.200001,Occurrence,2220,21.2,21.2,NA,IMIS:dasid:4494,94631,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_448621,present,U,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,U,NA,NA,NA
725590171,10.2477,57.6593,2000-04-26 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_448629,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1068989567,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,21.299999,Occurrence,2220,21.3,21.3,NA,IMIS:dasid:4494,94630,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_448629,present,U,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,U,NA,NA,NA
725590179,10.2477,57.6593,2000-04-26 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_448637,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1068989567,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,21.5,Occurrence,2220,21.5,21.5,NA,IMIS:dasid:4494,94632,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_448637,present,U,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,U,NA,NA,NA
725591344,10.6732,55.8577,2000-08-22 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_85071,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,14.8,Occurrence,220023,14.8,14.8,NA,IMIS:dasid:4494,75693,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_85071,present,U,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,U,NA,NA,NA
725593179,10.5049,55.7894,2000-08-23 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_140681,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,16.299999,Occurrence,220052,16.3,16.3,NA,IMIS:dasid:4494,75820,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_140681,present,U,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,U,NA,NA,NA
725593431,10.5177,56.8672,2000-04-07 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_369395,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,10.4,Occurrence,4410,10.4,10.4,NA,IMIS:dasid:4494,88232,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_369395,present,U,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,U,NA,NA,NA
725593559,10.5177,56.8672,2000-04-07 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_369523,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,12.5,Occurrence,4410,12.5,12.5,NA,IMIS:dasid:4494,88223,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_369523,present,U,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,U,NA,NA,NA
725593568,10.5177,56.8672,2000-04-07 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_369532,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,12.8,Occurrence,4410,12.8,12.8,NA,IMIS:dasid:4494,88227,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_369532,present,U,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,U,NA,NA,NA
725595787,9.858,55.6496,2000-07-06 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_307893,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1068989567,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,13,Occurrence,VFY,13,13,NA,IMIS:dasid:4494,48692,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_307893,present,U,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,U,NA,NA,NA
725595788,9.858,55.6496,2000-07-06 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_307894,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1068989567,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,13,Occurrence,VFY,13,13,NA,IMIS:dasid:4494,48690,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_307894,present,U,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,U,NA,NA,NA
725596955,10.3999,56.1414,2000-10-24 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_391555,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,17.5,Occurrence,170016,17.5,17.5,NA,IMIS:dasid:4494,64912,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_391555,present,U,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,U,NA,NA,NA
725596997,10.3999,56.1414,2000-10-24 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_391597,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,17.5,Occurrence,170016,17.5,17.5,NA,IMIS:dasid:4494,64916,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_391597,present,U,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,U,NA,NA,NA
725597189,10.3187,56.1547,2000-08-01 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_449160,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,16,Occurrence,170006,16,16,NA,IMIS:dasid:4494,62696,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_449160,present,U,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,U,NA,NA,NA
725597203,10.3187,56.1547,2000-08-01 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_449174,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,16,Occurrence,170006,16,16,NA,IMIS:dasid:4494,62697,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_449174,present,U,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,U,NA,NA,NA
725597218,10.3187,56.1547,2000-08-01 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_449189,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,16,Occurrence,170006,16,16,NA,IMIS:dasid:4494,62698,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_449189,present,U,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,U,NA,NA,NA
725597229,10.3187,56.1547,2000-08-01 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_449200,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,16,Occurrence,170006,16,16,NA,IMIS:dasid:4494,62699,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_449200,present,U,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,U,NA,NA,NA
725597240,10.3187,56.1547,2000-08-01 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_449211,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1060600959,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,16,Occurrence,170006,16,16,NA,IMIS:dasid:4494,62700,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_449211,present,U,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,U,NA,NA,NA
725601754,10.2477,57.6593,2000-04-26 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_448652,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1068989567,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,21.5,Occurrence,2220,21.5,21.5,NA,IMIS:dasid:4494,94624,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_448652,present,U,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,U,NA,NA,NA
725601756,10.2477,57.6593,2000-04-26 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_448654,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1068989567,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,21.700001,Occurrence,2220,21.7,21.7,NA,IMIS:dasid:4494,94625,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_448654,present,U,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,U,NA,NA,NA
725601763,10.2477,57.6593,2000-04-26 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_448661,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1068989567,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,21.700001,Occurrence,2220,21.7,21.7,NA,IMIS:dasid:4494,94628,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_448661,present,U,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,U,NA,NA,NA
725601770,10.2477,57.6593,2000-04-26 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_448668,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1068989567,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,21.799999,Occurrence,2220,21.8,21.8,NA,IMIS:dasid:4494,94634,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_448668,present,U,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,U,NA,NA,NA
725601783,10.2477,57.6593,2000-04-26 10:00:00,"Aarhus University, Department of Bioscience, Marine Ecology Roskilde",Time series of zoobenthos in Danish waters,AarhusUniversity_zoobenthos_448681,Danish benthic marine monitoring data from ODAM,Mollusca,Cardiida,Semelidae,Abra,Abra alba,Abra alba,"(W. Wood, 1802)",395450,3920,2000,Abra alba,1068989567,141433,395450,urn:lsid:marinespecies.org:taxname:141433,Bivalvia,21.9,Occurrence,2220,21.9,21.9,NA,IMIS:dasid:4494,94637,EPSG:4326,2015-07-22 14:03:01,AarhusUniversity_zoobenthos_448681,present,U,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,U,NA,NA,NA
